currency,rate,date
LVL,0.104092,2024-11-26
LYD,0.842353,2024-11-26
MAD,1.726609,2024-11-26
MDL,3.135736,2024-11-26
MGA,805.182756,2024-11-26
MKD,10.094771,2024-11-26
MMK,558.923382,2024-11-26
MNT,584.742744,2024-11-26
MOP,1.375363,2024-11-26
MRU,6.868748,2024-11-26
MUR,8.05876,2024-11-26
MVR,2.6587,2024-11-26
MWK,298.738455,2024-11-26
MXN,3.556601,2024-11-26
MYR,0.767066,2024-11-26
MZN,10.996751,2024-11-26
NAD,3.104309,2024-11-26
NGN,291.213254,2024-11-26
NIO,6.325822,2024-11-26
NOK,1.917831,2024-11-26
NPR,23.140537,2024-11-26
NZD,0.294857,2024-11-26
OMR,0.066251,2024-11-26
PAB,0.17158,2024-11-26
PEN,0.650178,2024-11-26
PGK,0.683143,2024-11-26
PHP,10.147214,2024-11-26
PKR,47.796402,2024-11-26
PLN,0.706548,2024-11-26
PYG,1338.967285,2024-11-26
QAR,0.62649,2024-11-26
RON,0.816437,2024-11-26
RSD,19.191545,2024-11-26
RUB,18.154481,2024-11-26
RWF,235.927697,2024-11-26
SAR,0.64652,2024-11-26
LAK,3595.384786,2024-12-20
LBP,14709.716566,2024-12-20
LKR,48.227802,2024-12-20
LRD,29.814268,2024-12-20
LSL,3.024188,2024-12-20
LTL,0.485166,2024-12-20
LVL,0.09939,2024-12-20
LYD,0.807128,2024-12-20
MAD,1.653245,2024-12-20
MDL,3.025687,2024-12-20
MGA,775.035023,2024-12-20
MKD,9.695395,2024-12-20
MMK,533.673862,2024-12-20
MNT,558.326814,2024-12-20
MOP,1.315046,2024-12-20
MRU,6.532867,2024-12-20
MUR,7.756067,2024-12-20
MVR,2.530995,2024-12-20
MWK,284.83288,2024-12-20
MXN,3.298395,2024-12-20
MYR,0.740718,2024-12-20
MZN,10.500049,2024-12-20
NAD,3.024217,2024-12-20
NGN,254.605643,2024-12-20
NIO,6.044649,2024-12-20
NOK,1.860857,2024-12-20
NPR,22.34434,2024-12-20
NZD,0.290684,2024-12-20
OMR,0.063226,2024-12-20
PAB,0.16427,2024-12-20
PEN,0.611676,2024-12-20
PGK,0.666122,2024-12-20
PHP,9.673016,2024-12-20
PKR,45.722941,2024-12-20
PLN,0.671545,2024-12-20
PYG,1280.858327,2024-12-20
QAR,0.59883,2024-12-20
RON,0.784024,2024-12-20
RSD,18.430378,2024-12-20
RUB,16.915037,2024-12-20
RWF,228.985465,2024-12-20
SAR,0.617245,2024-12-20
LAK,3698.974304,2024-11-27
LBP,15085.561661,2024-11-27
LKR,49.021521,2024-11-27
LRD,30.154064,2024-11-27
LSL,3.056463,2024-11-27
LTL,0.497186,2024-11-27
LVL,0.101852,2024-11-27
LYD,0.824272,2024-11-27
MAD,1.687941,2024-11-27
MDL,3.085335,2024-11-27
MGA,788.248288,2024-11-27
MKD,9.804216,2024-11-27
MMK,546.895763,2024-11-27
MNT,572.159511,2024-11-27
MOP,1.350036,2024-11-27
MRU,6.69691,2024-11-27
MUR,7.866818,2024-11-27
MVR,2.601445,2024-11-27
MWK,292.112718,2024-11-27
MXN,3.468814,2024-11-27
MYR,0.747618,2024-11-27
MZN,10.759821,2024-11-27
NAD,3.056463,2024-11-27
NGN,284.569358,2024-11-27
NIO,6.199242,2024-11-27
NOK,1.864227,2024-11-27
NPR,22.757909,2024-11-27
NZD,0.285676,2024-11-27
OMR,0.064827,2024-11-27
PAB,0.168467,2024-11-27
PEN,0.63513,2024-11-27
PGK,0.679276,2024-11-27
PHP,9.886421,2024-11-27
PKR,46.81072,2024-11-27
PLN,0.686103,2024-11-27
PYG,1316.818772,2024-11-27
QAR,0.614005,2024-11-27
RON,0.793262,2024-11-27
RSD,18.650072,2024-11-27
RUB,19.052181,2024-11-27
RWF,232.124205,2024-11-27
SAR,0.632508,2024-11-27
DOP,10.036194,2024-11-28
DZD,22.194539,2024-11-28
EGP,8.244358,2024-11-28
ERN,2.4936,2024-11-28
ETB,20.591384,2024-11-28
EUR,0.157404,2024-11-28
FJD,0.376891,2024-11-28
FKP,0.131216,2024-11-28
GBP,0.130947,2024-11-28
GEL,0.45467,2024-11-28
GGP,0.131216,2024-11-28
GHS,2.568058,2024-11-28
GIP,0.131216,2024-11-28
GMD,11.803081,2024-11-28
GNF,1432.454386,2024-11-28
GTQ,1.28249,2024-11-28
GYD,34.763645,2024-11-28
HKD,1.293954,2024-11-28
HNL,4.205333,2024-11-28
HRK,1.185833,2024-11-28
HTG,21.791302,2024-11-28
HUF,65.147574,2024-11-28
IDR,2640.722688,2024-11-28
ILS,0.60696,2024-11-28
IMP,0.131216,2024-11-28
INR,14.042602,2024-11-28
IQD,217.739715,2024-11-28
IRR,6994.548737,2024-11-28
ISK,22.807643,2024-11-28
JEP,0.131216,2024-11-28
JMD,26.18814,2024-11-28
JOD,0.117914,2024-11-28
JPY,25.132334,2024-11-28
KES,21.557281,2024-11-28
KGS,14.4296,2024-11-28
KHR,669.919875,2024-11-28
KMF,77.550714,2024-11-28
KPW,149.615953,2024-11-28
KRW,231.787458,2024-11-28
KWD,0.051121,2024-11-28
KYD,0.138522,2024-11-28
KZT,85.120889,2024-11-28
LAK,3666.670899,2024-11-30
LBP,14960.925158,2024-11-30
LKR,48.557845,2024-11-30
LRD,29.988819,2024-11-30
LSL,3.012959,2024-11-30
LTL,0.494236,2024-11-30
LVL,0.101248,2024-11-30
LYD,0.817575,2024-11-30
MAD,1.671434,2024-11-30
MDL,3.057404,2024-11-30
MGA,783.726784,2024-11-30
MKD,9.732131,2024-11-30
MMK,543.650901,2024-11-30
MNT,568.764753,2024-11-30
MOP,1.339453,2024-11-30
MRU,6.664287,2024-11-30
MUR,7.774967,2024-11-30
MVR,2.587792,2024-11-30
MWK,289.702115,2024-11-30
MXN,3.411375,2024-11-30
MYR,0.74402,2024-11-30
MZN,10.69746,2024-11-30
NAD,3.012959,2024-11-30
NGN,281.863342,2024-11-30
NIO,6.148024,2024-11-30
NOK,1.848921,2024-11-30
NPR,22.610083,2024-11-30
NZD,0.282568,2024-11-30
OMR,0.064421,2024-11-30
PAB,0.167074,2024-11-30
PEN,0.625748,2024-11-30
PGK,0.673958,2024-11-30
PHP,9.808849,2024-11-30
PKR,46.453218,2024-11-30
PLN,0.679855,2024-11-30
PYG,1304.735064,2024-11-30
QAR,0.608982,2024-11-30
RON,0.787417,2024-11-30
RSD,18.498799,2024-11-30
RUB,17.819938,2024-11-30
RWF,230.372969,2024-11-30
SAR,0.628848,2024-11-30
DOP,10.00068,2024-12-03
DZD,22.139926,2024-12-03
EGP,8.229427,2024-12-03
ERN,2.481554,2024-12-03
ETB,20.721006,2024-12-03
EUR,0.157406,2024-12-03
FJD,0.375658,2024-12-03
FKP,0.130582,2024-12-03
GBP,0.130535,2024-12-03
GEL,0.474819,2024-12-03
GGP,0.130582,2024-12-03
GHS,2.501378,2024-12-03
GIP,0.130582,2024-12-03
GMD,11.746032,2024-12-03
GNF,1427.720534,2024-12-03
GTQ,1.278231,2024-12-03
GYD,34.618426,2024-12-03
HKD,1.287564,2024-12-03
HNL,4.178978,2024-12-03
HRK,1.180104,2024-12-03
HTG,21.702394,2024-12-03
HUF,65.268166,2024-12-03
IDR,2643.681733,2024-12-03
ILS,0.59814,2024-12-03
IMP,0.130582,2024-12-03
INR,14.009751,2024-12-03
IQD,216.722345,2024-12-03
IRR,6962.826242,2024-12-03
ISK,22.934528,2024-12-03
JEP,0.130582,2024-12-03
JMD,25.956964,2024-12-03
JOD,0.117312,2024-12-03
JPY,24.759204,2024-12-03
KES,21.42435,2024-12-03
KGS,14.3608,2024-12-03
KHR,666.876131,2024-12-03
KMF,77.362434,2024-12-03
KPW,148.893151,2024-12-03
KRW,234.158107,2024-12-03
KWD,0.050849,2024-12-03
KYD,0.137955,2024-12-03
KZT,86.606634,2024-12-03
LAK,3602.176822,2024-12-07
LBP,14721.24065,2024-12-07
LKR,47.726242,2024-12-07
LRD,29.425774,2024-12-07
LSL,2.963912,2024-12-07
LTL,0.484866,2024-12-07
LVL,0.099328,2024-12-07
LYD,0.801829,2024-12-07
MAD,1.635645,2024-12-07
MDL,3.014935,2024-12-07
MGA,770.464304,2024-12-07
MKD,9.55472,2024-12-07
MMK,533.344078,2024-12-07
MNT,557.981808,2024-12-07
MOP,1.317336,2024-12-07
MRU,6.519755,2024-12-07
MUR,7.652749,2024-12-07
MVR,2.530521,2024-12-07
MWK,285.050054,2024-12-07
MXN,3.314815,2024-12-07
MYR,0.725722,2024-12-07
MZN,10.494652,2024-12-07
NAD,2.963912,2024-12-07
NGN,259.30725,2024-12-07
NIO,6.049434,2024-12-07
NOK,1.831946,2024-12-07
NPR,22.274058,2024-12-07
NZD,0.281737,2024-12-07
OMR,0.063173,2024-12-07
PAB,0.164403,2024-12-07
PEN,0.612241,2024-12-07
PGK,0.664258,2024-12-07
PHP,9.50803,2024-12-07
PKR,45.709014,2024-12-07
PLN,0.662798,2024-12-07
PYG,1286.125722,2024-12-07
QAR,0.599385,2024-12-07
RON,0.772308,2024-12-07
RSD,18.160878,2024-12-07
RUB,16.498992,2024-12-07
RWF,227.024558,2024-12-07
SAR,0.616941,2024-12-07
DOP,10.054163,2024-12-13
DZD,22.137149,2024-12-13
EGP,8.407391,2024-12-13
ERN,2.482456,2024-12-13
ETB,21.015938,2024-12-13
EUR,0.157545,2024-12-13
FJD,0.383912,2024-12-13
FKP,0.131071,2024-12-13
GBP,0.13117,2024-12-13
GEL,0.465111,2024-12-13
GGP,0.131071,2024-12-13
GHS,2.431744,2024-12-13
GIP,0.131071,2024-12-13
GMD,11.915846,2024-12-13
GNF,1428.085393,2024-12-13
GTQ,1.274316,2024-12-13
GYD,34.60774,2024-12-13
HKD,1.286832,2024-12-13
HNL,4.195149,2024-12-13
HRK,1.187095,2024-12-13
HTG,21.632992,2024-12-13
HUF,64.421442,2024-12-13
IDR,2653.323003,2024-12-13
ILS,0.594878,2024-12-13
IMP,0.131071,2024-12-13
INR,14.037384,2024-12-13
IQD,216.696779,2024-12-13
IRR,6965.35726,2024-12-13
ISK,22.957813,2024-12-13
JEP,0.131071,2024-12-13
JMD,25.92318,2024-12-13
JOD,0.117404,2024-12-13
JPY,25.424235,2024-12-13
KES,21.390556,2024-12-13
KGS,14.391243,2024-12-13
KHR,666.00659,2024-12-13
KMF,77.142314,2024-12-13
KPW,148.947243,2024-12-13
KRW,237.562788,2024-12-13
KWD,0.050967,2024-12-13
KYD,0.137854,2024-12-13
KZT,86.736989,2024-12-13
LAK,3623.687763,2024-12-13
LBP,14813.30817,2024-12-13
LKR,48.006064,2024-12-13
LRD,29.775809,2024-12-13
LSL,2.967894,2024-12-13
LTL,0.48867,2024-12-13
LVL,0.100108,2024-12-13
LYD,0.807803,2024-12-13
MAD,1.651453,2024-12-13
MDL,3.023919,2024-12-13
MGA,782.553801,2024-12-13
MKD,9.695683,2024-12-13
MMK,537.527927,2024-12-13
MNT,562.358917,2024-12-13
MOP,1.32479,2024-12-13
MRU,6.571401,2024-12-13
MUR,7.786698,2024-12-13
MVR,2.549273,2024-12-13
MWK,286.841768,2024-12-13
MXN,3.330825,2024-12-13
MYR,0.736524,2024-12-13
MZN,10.575878,2024-12-13
NAD,2.967894,2024-12-13
NGN,256.207683,2024-12-13
NIO,6.08761,2024-12-13
NOK,1.843894,2024-12-13
NPR,22.434313,2024-12-13
NZD,0.287354,2024-12-13
OMR,0.063691,2024-12-13
PAB,0.165421,2024-12-13
PEN,0.618331,2024-12-13
PGK,0.669489,2024-12-13
PHP,9.705415,2024-12-13
PKR,45.995736,2024-12-13
PLN,0.67202,2024-12-13
PYG,1294.976164,2024-12-13
QAR,0.603045,2024-12-13
RON,0.783894,2024-12-13
RSD,18.427605,2024-12-13
RUB,17.287987,2024-12-13
RWF,227.069924,2024-12-13
SAR,0.621863,2024-12-13
DOP,10.040862,2024-12-14
DZD,22.137149,2024-12-14
EGP,8.407391,2024-12-14
ERN,2.482456,2024-12-14
ETB,20.988537,2024-12-14
EUR,0.157545,2024-12-14
FJD,0.383912,2024-12-14
FKP,0.131071,2024-12-14
GBP,0.131102,2024-12-14
GEL,0.465111,2024-12-14
GGP,0.131071,2024-12-14
GHS,2.42855,2024-12-14
GIP,0.131071,2024-12-14
GMD,11.915846,2024-12-14
GNF,1426.196229,2024-12-14
GTQ,1.27263,2024-12-14
GYD,34.562617,2024-12-14
HKD,1.286764,2024-12-14
HNL,4.189599,2024-12-14
HRK,1.187095,2024-12-14
HTG,21.604786,2024-12-14
HUF,64.428631,2024-12-14
IDR,2653.323003,2024-12-14
ILS,0.596475,2024-12-14
IMP,0.131071,2024-12-14
INR,14.035722,2024-12-14
IQD,216.410118,2024-12-14
IRR,6965.35726,2024-12-14
ISK,22.957813,2024-12-14
JEP,0.131071,2024-12-14
JMD,25.888887,2024-12-14
JOD,0.117404,2024-12-14
JPY,25.442694,2024-12-14
KES,21.35278,2024-12-14
KGS,14.391243,2024-12-14
KHR,665.13823,2024-12-14
KMF,77.142314,2024-12-14
KPW,148.947243,2024-12-14
KRW,237.562788,2024-12-14
KWD,0.050967,2024-12-14
KYD,0.137674,2024-12-14
KZT,86.623899,2024-12-14
LAK,3618.963088,2024-12-14
LBP,14793.994126,2024-12-14
LKR,47.942559,2024-12-14
LRD,29.736703,2024-12-14
LSL,2.963968,2024-12-14
LTL,0.48867,2024-12-14
LVL,0.100108,2024-12-14
LYD,0.806734,2024-12-14
MAD,1.649269,2024-12-14
MDL,3.019976,2024-12-14
MGA,781.533483,2024-12-14
MKD,9.691992,2024-12-14
MMK,537.527927,2024-12-14
MNT,562.358917,2024-12-14
MOP,1.323063,2024-12-14
MRU,6.562708,2024-12-14
MUR,7.786698,2024-12-14
MVR,2.549273,2024-12-14
MWK,286.467775,2024-12-14
MXN,3.331522,2024-12-14
MYR,0.736524,2024-12-14
MZN,10.575878,2024-12-14
NAD,2.963968,2024-12-14
NGN,256.207683,2024-12-14
NIO,6.079644,2024-12-14
NOK,1.844101,2024-12-14
NPR,22.405062,2024-12-14
NZD,0.287246,2024-12-14
OMR,0.063691,2024-12-14
PAB,0.165206,2024-12-14
PEN,0.617525,2024-12-14
PGK,0.668603,2024-12-14
PHP,9.705415,2024-12-14
PKR,45.93489,2024-12-14
PLN,0.672021,2024-12-14
PYG,1293.263085,2024-12-14
QAR,0.602247,2024-12-14
RON,0.783728,2024-12-14
RSD,18.420691,2024-12-14
RUB,17.089154,2024-12-14
RWF,226.773863,2024-12-14
SAR,0.62206,2024-12-14
LAK,3560.210993,2024-12-16
LBP,14554.277862,2024-12-16
LKR,47.256188,2024-12-16
LRD,29.417323,2024-12-16
LSL,2.911506,2024-12-16
LTL,0.480214,2024-12-16
LVL,0.098375,2024-12-16
LYD,0.794925,2024-12-16
MAD,1.621872,2024-12-16
MDL,2.973492,2024-12-16
MGA,761.770471,2024-12-16
MKD,9.520115,2024-12-16
MMK,528.227021,2024-12-16
MNT,552.628358,2024-12-16
MOP,1.301616,2024-12-16
MRU,6.452197,2024-12-16
MUR,7.562069,2024-12-16
MVR,2.507966,2024-12-16
MWK,281.825638,2024-12-16
MXN,3.275445,2024-12-16
MYR,0.724126,2024-12-16
MZN,10.392918,2024-12-16
NAD,2.911506,2024-12-16
NGN,250.850637,2024-12-16
NIO,5.981973,2024-12-16
NOK,1.81285,2024-12-16
NPR,22.074922,2024-12-16
NZD,0.280804,2024-12-16
OMR,0.062613,2024-12-16
PAB,0.16254,2024-12-16
PEN,0.606006,2024-12-16
PGK,0.65797,2024-12-16
PHP,9.550656,2024-12-16
PKR,45.200891,2024-12-16
PLN,0.65833,2024-12-16
PYG,1271.321636,2024-12-16
QAR,0.592514,2024-12-16
RON,0.769435,2024-12-16
RSD,18.085488,2024-12-16
RUB,16.848189,2024-12-16
RWF,223.181947,2024-12-16
SAR,0.611098,2024-12-16
DOP,9.671773,2024-12-18
DZD,21.269068,2024-12-18
EGP,8.087248,2024-12-18
ERN,2.384586,2024-12-18
ETB,19.863817,2024-12-18
EUR,0.153598,2024-12-18
FJD,0.369627,2024-12-18
FKP,0.125903,2024-12-18
GBP,0.126504,2024-12-18
GEL,0.44676,2024-12-18
GGP,0.125903,2024-12-18
GHS,2.336916,2024-12-18
GIP,0.125903,2024-12-18
GMD,11.446076,2024-12-18
GNF,1373.525073,2024-12-18
GTQ,1.224647,2024-12-18
GYD,33.236308,2024-12-18
HKD,1.235467,2024-12-18
HNL,4.03561,2024-12-18
HRK,1.140294,2024-12-18
HTG,20.794464,2024-12-18
HUF,63.443496,2024-12-18
IDR,2581.854668,2024-12-18
ILS,0.573836,2024-12-18
IMP,0.125903,2024-12-18
INR,13.539003,2024-12-18
IQD,208.262689,2024-12-18
IRR,6690.750782,2024-12-18
ISK,22.222715,2024-12-18
JEP,0.125903,2024-12-18
JMD,24.897319,2024-12-18
JOD,0.112775,2024-12-18
JPY,24.594932,2024-12-18
KES,20.547208,2024-12-18
KGS,13.830569,2024-12-18
KHR,639.282097,2024-12-18
KMF,74.101002,2024-12-18
KPW,143.075061,2024-12-18
KRW,230.991696,2024-12-18
KWD,0.048951,2024-12-18
KYD,0.132479,2024-12-18
KZT,83.108187,2024-12-18
LAK,3482.20184,2024-12-18
LBP,14236.317044,2024-12-18
LKR,46.333943,2024-12-18
LRD,28.775195,2024-12-18
LSL,2.869591,2024-12-18
LTL,0.469404,2024-12-18
LVL,0.096161,2024-12-18
LYD,0.77771,2024-12-18
MAD,1.587558,2024-12-18
MDL,2.92129,2024-12-18
MGA,739.695276,2024-12-18
MKD,9.449523,2024-12-18
MMK,516.336117,2024-12-18
MNT,540.188156,2024-12-18
MOP,1.272506,2024-12-18
MRU,6.3177,2024-12-18
MUR,7.404978,2024-12-18
MVR,2.447997,2024-12-18
MWK,275.659167,2024-12-18
MXN,3.241364,2024-12-18
MYR,0.711799,2024-12-18
MZN,10.157819,2024-12-18
NAD,2.869591,2024-12-18
NGN,247.381742,2024-12-18
NIO,5.85062,2024-12-18
NOK,1.810901,2024-12-18
NPR,21.616095,2024-12-18
NZD,0.283103,2024-12-18
OMR,0.061205,2024-12-18
PAB,0.158995,2024-12-18
PEN,0.594013,2024-12-18
PGK,0.643977,2024-12-18
PHP,9.448526,2024-12-18
PKR,44.227174,2024-12-18
PLN,0.65511,2024-12-18
PYG,1241.003909,2024-12-18
QAR,0.579625,2024-12-18
RON,0.764026,2024-12-18
RSD,17.964988,2024-12-18
RUB,16.638838,2024-12-18
RWF,215.022604,2024-12-18
SAR,0.597262,2024-12-18
LAK,3560.50954,2024-12-19
LBP,14556.341146,2024-12-19
LKR,47.612787,2024-12-19
LRD,29.503731,2024-12-19
LSL,2.971138,2024-12-19
LTL,0.479878,2024-12-19
LVL,0.098307,2024-12-19
LYD,0.794704,2024-12-19
MAD,1.631385,2024-12-19
MDL,2.995059,2024-12-19
MGA,762.31903,2024-12-19
MKD,9.650903,2024-12-19
MMK,527.857743,2024-12-19
MNT,552.242021,2024-12-19
MOP,1.301067,2024-12-19
MRU,6.469858,2024-12-19
MUR,7.646538,2024-12-19
MVR,2.503432,2024-12-19
MWK,281.86315,2024-12-19
MXN,3.307191,2024-12-19
MYR,0.732233,2024-12-19
MZN,10.385102,2024-12-19
NAD,2.971138,2024-12-19
NGN,252.485851,2024-12-19
NIO,5.982618,2024-12-19
NOK,1.859175,2024-12-19
NPR,22.129907,2024-12-19
NZD,0.288832,2024-12-19
OMR,0.06257,2024-12-19
PAB,0.162557,2024-12-19
PEN,0.606698,2024-12-19
PGK,0.658879,2024-12-19
PHP,9.610444,2024-12-19
PKR,45.229787,2024-12-19
PLN,0.667477,2024-12-19
PYG,1269.802573,2024-12-19
QAR,0.593262,2024-12-19
RON,0.780306,2024-12-19
RSD,18.341654,2024-12-19
RUB,16.819016,2024-12-19
RWF,223.428107,2024-12-19
SAR,0.610722,2024-12-19
LAK,3666.671098,2024-12-01
LBP,14960.92597,2024-12-01
LKR,48.557848,2024-12-01
LRD,29.988821,2024-12-01
LSL,3.012959,2024-12-01
LTL,0.494236,2024-12-01
LVL,0.101248,2024-12-01
LYD,0.817575,2024-12-01
MAD,1.671434,2024-12-01
MDL,3.057405,2024-12-01
MGA,783.726826,2024-12-01
MKD,9.732132,2024-12-01
MMK,543.650931,2024-12-01
MNT,568.764784,2024-12-01
MOP,1.339453,2024-12-01
MRU,6.664288,2024-12-01
MUR,7.774972,2024-12-01
MVR,2.587684,2024-12-01
MWK,289.70213,2024-12-01
MXN,3.412002,2024-12-01
MYR,0.744013,2024-12-01
MZN,10.697453,2024-12-01
NAD,3.012959,2024-12-01
NGN,281.863296,2024-12-01
NIO,6.148025,2024-12-01
NOK,1.851701,2024-12-01
NPR,22.610084,2024-12-01
NZD,0.283413,2024-12-01
OMR,0.064421,2024-12-01
PAB,0.167074,2024-12-01
PEN,0.625748,2024-12-01
PGK,0.673958,2024-12-01
PHP,9.808849,2024-12-01
PKR,46.453221,2024-12-01
PLN,0.682599,2024-12-01
PYG,1304.735135,2024-12-01
QAR,0.608982,2024-12-01
RON,0.788718,2024-12-01
RSD,18.4988,2024-12-01
RUB,17.985457,2024-12-01
RWF,230.372981,2024-12-01
SAR,0.628848,2024-12-01
LAK,3673.766301,2024-12-11
LBP,15021.302805,2024-12-11
LKR,48.67667,2024-12-11
LRD,30.110063,2024-12-11
LSL,2.990451,2024-12-11
LTL,0.495841,2024-12-11
LVL,0.101577,2024-12-11
LYD,0.817806,2024-12-11
MAD,1.6776,2024-12-11
MDL,3.067221,2024-12-11
MGA,786.688089,2024-12-11
MKD,9.841721,2024-12-11
MMK,545.416471,2024-12-11
MNT,570.611883,2024-12-11
MOP,1.34294,2024-12-11
MRU,6.687648,2024-12-11
MUR,7.833662,2024-12-11
MVR,2.586552,2024-12-11
MWK,290.863787,2024-12-11
MXN,3.380073,2024-12-11
MYR,0.744412,2024-12-11
MZN,10.729607,2024-12-11
NAD,2.990451,2024-12-11
NGN,260.142262,2024-12-11
NIO,6.172158,2024-12-11
NOK,1.870453,2024-12-11
NPR,22.756931,2024-12-11
NZD,0.289855,2024-12-11
OMR,0.06465,2024-12-11
PAB,0.167734,2024-12-11
PEN,0.623679,2024-12-11
PGK,0.678557,2024-12-11
PHP,9.820217,2024-12-11
PKR,46.708539,2024-12-11
PLN,0.682761,2024-12-11
PYG,1312.214805,2024-12-11
QAR,0.611558,2024-12-11
RON,0.79397,2024-12-11
RSD,18.69283,2024-12-11
RUB,17.716193,2024-12-11
RWF,233.75464,2024-12-11
SAR,0.631063,2024-12-11
DOP,10.178729,2024-11-27
DZD,22.482102,2024-11-27
EGP,8.363347,2024-11-27
ERN,2.525719,2024-11-27
ETB,21.293025,2024-11-27
EUR,0.159416,2024-11-27
FJD,0.381914,2024-11-27
FKP,0.132906,2024-11-27
GBP,0.132825,2024-11-27
GEL,0.460526,2024-11-27
GGP,0.132906,2024-11-27
GHS,2.627141,2024-11-27
GIP,0.132906,2024-11-27
GMD,11.955084,2024-11-27
GNF,1453.298632,2024-11-27
GTQ,1.299696,2024-11-27
GYD,35.243948,2024-11-27
HKD,1.310217,2024-11-27
HNL,4.260738,2024-11-27
HRK,1.201107,2024-11-27
HTG,22.09441,2024-11-27
HUF,65.766291,2024-11-27
IDR,2676.420121,2024-11-27
ILS,0.616173,2024-11-27
IMP,0.132906,2024-11-27
INR,14.214839,2024-11-27
IQD,220.688058,2024-11-27
IRR,7084.641442,2024-11-27
ISK,23.069829,2024-11-27
JEP,0.132906,2024-11-27
JMD,26.610013,2024-11-27
JOD,0.119433,2024-11-27
JPY,25.484671,2024-11-27
KES,21.805686,2024-11-27
KGS,14.615873,2024-11-27
KHR,678.576467,2024-11-27
KMF,78.962409,2024-11-27
KPW,151.54307,2024-11-27
KRW,234.383279,2024-11-27
KWD,0.051762,2024-11-27
KYD,0.140385,2024-11-27
KZT,84.668299,2024-11-27
DOP,9.942529,2024-12-17
DZD,21.943577,2024-12-17
EGP,8.318293,2024-12-17
ERN,2.457122,2024-12-17
ETB,20.802915,2024-12-17
EUR,0.156085,2024-12-17
FJD,0.380683,2024-12-17
FKP,0.129733,2024-12-17
GBP,0.128878,2024-12-17
GEL,0.4603,2024-12-17
GGP,0.129733,2024-12-17
GHS,2.407844,2024-12-17
GIP,0.129733,2024-12-17
GMD,11.794256,2024-12-17
GNF,1414.718221,2024-12-17
GTQ,1.261696,2024-12-17
GYD,34.270797,2024-12-17
HKD,1.272847,2024-12-17
HNL,4.157345,2024-12-17
HRK,1.174981,2024-12-17
HTG,21.414852,2024-12-17
HUF,63.909734,2024-12-17
IDR,2629.28483,2024-12-17
ILS,0.588497,2024-12-17
IMP,0.129733,2024-12-17
INR,13.909877,2024-12-17
IQD,214.588756,2024-12-17
IRR,6894.276201,2024-12-17
ISK,22.585929,2024-12-17
JEP,0.129733,2024-12-17
JMD,25.636986,2024-12-17
JOD,0.116206,2024-12-17
JPY,25.157492,2024-12-17
KES,21.172161,2024-12-17
KGS,14.251354,2024-12-17
KHR,658.245971,2024-12-17
KMF,76.355077,2024-12-17
KPW,147.427255,2024-12-17
KRW,235.461072,2024-12-17
KWD,0.050378,2024-12-17
KYD,0.136507,2024-12-17
KZT,85.853119,2024-12-17
AED,0.633246,2024-11-25
AFN,11.723592,2024-11-25
ALL,16.111292,2024-11-25
AMD,67.262098,2024-11-25
ANG,0.310777,2024-11-25
AOA,157.233336,2024-11-25
ARS,173.52308,2024-11-25
AUD,0.266453,2024-11-25
AWG,0.310329,2024-11-25
AZN,0.297054,2024-11-25
BAM,0.321818,2024-11-25
BBD,0.348162,2024-11-25
BDT,20.606023,2024-11-25
BGN,0.321277,2024-11-25
BHD,0.06498,2024-11-25
BIF,499.284677,2024-11-25
BMD,0.172405,2024-11-25
BND,0.232375,2024-11-25
BOB,1.195962,2024-11-25
BRL,1.0,2024-11-25
BSD,0.172444,2024-11-25
BTC,1.847162E-6,2024-11-25
BTN,14.537931,2024-11-25
BWP,2.355722,2024-11-25
BYN,0.564309,2024-11-25
BYR,3379.136626,2024-11-25
BZD,0.347592,2024-11-25
CAD,0.242795,2024-11-25
CDF,494.802116,2024-11-25
CHF,0.153044,2024-11-25
CLF,0.006099,2024-11-25
CLP,168.30212,2024-11-25
CNY,1.248169,2024-11-25
CNH,1.252033,2024-11-25
COP,755.952516,2024-11-25
CRC,87.883708,2024-11-25
CUC,0.172405,2024-11-25
CUP,4.568731,2024-11-25
CVE,18.180136,2024-11-25
CZK,4.169872,2024-11-25
DJF,30.639806,2024-11-25
DKK,1.229244,2024-11-25
DOP,10.413671,2024-11-25
DZD,23.110857,2024-11-25
EGP,8.55325,2024-11-25
ERN,2.586074,2024-11-25
ETB,21.283426,2024-11-25
EUR,0.164791,2024-11-25
FJD,0.3931,2024-11-25
FKP,0.136082,2024-11-25
GBP,0.137442,2024-11-25
GEL,0.470689,2024-11-25
GGP,0.136082,2024-11-25
GHS,2.706252,2024-11-25
GIP,0.136082,2024-11-25
GMD,12.240761,2024-11-25
GNF,1487.8545,2024-11-25
GTQ,1.331502,2024-11-25
GYD,36.07796,2024-11-25
HKD,1.341781,2024-11-25
HNL,4.348919,2024-11-25
HRK,1.229809,2024-11-25
HTG,22.633222,2024-11-25
HUF,67.540496,2024-11-25
IDR,2742.203853,2024-11-25
ILS,0.628166,2024-11-25
IMP,0.136082,2024-11-25
INR,14.54714,2024-11-25
IQD,225.936661,2024-11-25
IRR,7256.091956,2024-11-25
ISK,23.91086,2024-11-25
JEP,0.136082,2024-11-25
JMD,27.367194,2024-11-25
JOD,0.122287,2024-11-25
JPY,26.604837,2024-11-25
KES,22.326255,2024-11-25
KGS,14.96292,2024-11-25
KHR,698.239964,2024-11-25
KMF,80.849225,2024-11-25
KPW,155.164372,2024-11-25
